title,diffIndex,level,raw
B.B.K.K.B.K.K.,3,8,Lv. 8
B.B.K.K.B.K.K.,4,10.6,Lv. 10.6
B.B.K.K.B.K.K.,5,12.9,Lv. 12.9
B.M.S.,1,3,Lv. 3
B.M.S.,2,5,Lv. 5
B.M.S.,3,8,Lv. 8
B.M.S.,4,11,Lv. 11
B.M.S.,5,13,Lv. 13
Back 2 Back,1,3,Lv. 3
Back 2 Back,2,5,Lv. 5
Back 2 Back,3,7,Lv. 7
Back 2 Back,4,9.3,Lv. 9.3
Back 2 Back,5,12.5,Lv. 12.5
Bad Apple!! feat nomico,1,2,Lv. 2
Bad Apple!! feat nomico,2,4,Lv. 4
Bad Apple!! feat nomico,3,6,Lv. 6
Bad Apple!! feat nomico,4,8.9,Lv. 8.9
Bad Apple!! feat nomico,5,10.9,Lv. 10.9
Bad Apple!! feat nomico,6,12.3,Lv. 12.3
BAD GIRL,1,2,Lv. 2
BAD GIRL,2,4,Lv. 4
BAD GIRL,3,6.7,Lv. 6.7
BAD GIRL,4,10,Lv. 10
BAD GIRL,5,11,Lv. 11
BAD・DANCE・HALL,1,2,Lv. 2
BAD・DANCE・HALL,2,4,Lv. 4
BAD・DANCE・HALL,3,6.7,Lv. 6.7
BAD・DANCE・HALL,4,9.8,Lv. 9.8
BAD・DANCE・HALL,5,12,Lv. 12
BAD∞END∞NIGHT,1,2,Lv. 2
BAD∞END∞NIGHT,2,4,Lv. 4
BAD∞END∞NIGHT,3,7.8,Lv. 7.8
BAD∞END∞NIGHT,4,9,Lv. 9
BAD∞END∞NIGHT,5,11.7,Lv. 11.7
Balalaika,1,2,Lv. 2
Balalaika,2,4,Lv. 4
Balalaika,3,6.9,Lv. 6.9
Balalaika,4,8.3,Lv. 8.3
Balalaika,5,10,Lv. 10
Balleriko,1,2,Lv. 2
Balleriko,2,4,Lv. 4
Balleriko,3,6.5,Lv. 6.5
Balleriko,4,9,Lv. 9
Balleriko,5,11.7,Lv. 11.7
Bang Babang Bang!!!,1,2,Lv. 2
Bang Babang Bang!!!,2,5,Lv. 5
Bang Babang Bang!!!,3,7.7,Lv. 7.7
Bang Babang Bang!!!,4,9.8,Lv. 9.8
Bang Babang Bang!!!,5,12,Lv. 12
Barbed Eye,1,2,Lv. 2
Barbed Eye,2,4,Lv. 4
Barbed Eye,3,6.8,Lv. 6.8
Barbed Eye,4,9.2,Lv. 9.2
Barbed Eye,5,11.7,Lv. 11.7
Beat of getting entangled,1,3,Lv. 3
Beat of getting entangled,2,5,Lv. 5
Beat of getting entangled,3,8,Lv. 8
Beat of getting entangled,4,10.6,Lv. 10.6
Beat of getting entangled,5,12.2,Lv. 12.2
Beat Of Mind,1,4,Lv. 4
Beat Of Mind,2,6,Lv. 6
Beat Of Mind,3,8.5,Lv. 8.5
Beat Of Mind,4,10.5,Lv. 10.5
Beat Of Mind,5,10.5,Lv. 10.5
Beat Of Mind,6,13.5,Lv. 13.5
Believe the Rainbow,1,2,Lv. 2
Believe the Rainbow,2,4,Lv. 4
Believe the Rainbow,3,7.8,Lv. 7.8
Believe the Rainbow,4,8.8,Lv. 8.8
Believe the Rainbow,5,12,Lv. 12
BETTER CHOICE,1,3,Lv. 3
BETTER CHOICE,2,5,Lv. 5
BETTER CHOICE,3,7.5,Lv. 7.5
BETTER CHOICE,4,9.2,Lv. 9.2
BETTER CHOICE,5,11.7,Lv. 11.7
Black Out,1,4,Lv. 4
Black Out,2,6,Lv. 6
Black Out,3,7.4,Lv. 7.4
Black Out,4,11.6,Lv. 11.6
Black Out,5,11.6,Lv. 11.6
Blew Moon,1,2,Lv. 2
Blew Moon,2,4,Lv. 4
Blew Moon,3,8.4,Lv. 8.4
Blew Moon,4,10.3,Lv. 10.3
Blew Moon,5,11.9,Lv. 11.9
Blew Moon,6,11.7,Lv. 11.7
Brain Power,1,3,Lv. 3
Brain Power,2,5,Lv. 5
Brain Power,3,7.9,Lv. 7.9
Brain Power,4,10.2,Lv. 10.2
Brain Power,5,12.6,Lv. 12.6
Brand-new Japanesque,1,2,Lv. 2
Brand-new Japanesque,2,4,Lv. 4
Brand-new Japanesque,3,7.6,Lv. 7.6
Brand-new Japanesque,4,9.1,Lv. 9.1
Brand-new Japanesque,5,11.8,Lv. 11.8
brash behavior,1,2,Lv. 2
brash behavior,2,4,Lv. 4
brash behavior,3,7.3,Lv. 7.3
brash behavior,4,9.3,Lv. 9.3
brash behavior,5,12.4,Lv. 12.4
BREAK YOU!!,1,2,Lv. 2
BREAK YOU!!,2,5,Lv. 5
BREAK YOU!!,3,6.4,Lv. 6.4
BREAK YOU!!,4,9.5,Lv. 9.5
BREAK YOU!!,5,12,Lv. 12
brilliant better,1,3,Lv. 3
brilliant better,2,5,Lv. 5
brilliant better,3,6.7,Lv. 6.7
brilliant better,4,9.9,Lv. 9.9
brilliant better,5,11.7,Lv. 11.7
Brionac of Steel-flash,1,4,Lv. 4
Brionac of Steel-flash,2,6,Lv. 6
Brionac of Steel-flash,3,8,Lv. 8
Brionac of Steel-flash,4,10,Lv. 10
Brionac of Steel-flash,5,12.7,Lv. 12.7
BURIKI NO DANCE,1,3,Lv. 3
BURIKI NO DANCE,2,5,Lv. 5
BURIKI NO DANCE,3,7,Lv. 7
BURIKI NO DANCE,4,9.4,Lv. 9.4
BURIKI NO DANCE,5,11.1,Lv. 11.1
BURIKI NO DANCE,6,12.5,Lv. 12.5
Butterfly on your Right Shoulder,1,2,Lv. 2
Butterfly on your Right Shoulder,2,4,Lv. 4
Butterfly on your Right Shoulder,3,6.5,Lv. 6.5
Butterfly on your Right Shoulder,4,9.8,Lv. 9.8
Butterfly on your Right Shoulder,5,12.4,Lv. 12.4
Calamity Fortune,1,3,Lv. 3
Calamity Fortune,2,6,Lv. 6
Calamity Fortune,3,8.5,Lv. 8.5
Calamity Fortune,4,11,Lv. 11
Calamity Fortune,5,13.2,Lv. 13.2
Caliburne ～Story of the Legendary sword～,1,4,Lv. 4
Caliburne ～Story of the Legendary sword～,2,6,Lv. 6
Caliburne ～Story of the Legendary sword～,3,8.6,Lv. 8.6
Caliburne ～Story of the Legendary sword～,4,11,Lv. 11
Caliburne ～Story of the Legendary sword～,5,13.2,Lv. 13.2
CALL HEAVEN!!,1,1,Lv. 1
CALL HEAVEN!!,2,4,Lv. 4
CALL HEAVEN!!,3,6.8,Lv. 6.8
CALL HEAVEN!!,4,9.2,Lv. 9.2
CALL HEAVEN!!,5,10.8,Lv. 10.8
Candy Tall Woman,1,3,Lv. 3
Candy Tall Woman,2,5,Lv. 5
Candy Tall Woman,3,7,Lv. 7
Candy Tall Woman,4,10.2,Lv. 10.2
Candy Tall Woman,5,12.4,Lv. 12.4
Captain Murasa's Ketsu Anchor,1,3,Lv. 3
Captain Murasa's Ketsu Anchor,2,4,Lv. 4
Captain Murasa's Ketsu Anchor,3,6.6,Lv. 6.6
Captain Murasa's Ketsu Anchor,4,9.8,Lv. 9.8
Captain Murasa's Ketsu Anchor,5,12,Lv. 12
caramelldansen,1,3,Lv. 3
caramelldansen,2,5,Lv. 5
caramelldansen,3,7.5,Lv. 7.5
caramelldansen,4,8,Lv. 8
caramelldansen,5,11.7,Lv. 11.7
Catch The Future,1,3,Lv. 3
Catch The Future,2,5,Lv. 5
Catch The Future,3,7.9,Lv. 7.9
Catch The Future,4,9.4,Lv. 9.4
Catch The Future,5,11,Lv. 11
Cats,1,3,Lv. 3
Cats,2,5,Lv. 5
Cats,3,7.1,Lv. 7.1
Cats,4,7.5,Lv. 7.5
Cats,5,10.6,Lv. 10.6
Chain story,1,1,Lv. 1
Chain story,2,4,Lv. 4
Chain story,3,6.4,Lv. 6.4
Chain story,4,7.6,Lv. 7.6
Chain story,5,11.8,Lv. 11.8
Change Our MIRAI！,1,3,Lv. 3
Change Our MIRAI！,2,4,Lv. 4
Change Our MIRAI！,3,7.2,Lv. 7.2
Change Our MIRAI！,4,9.5,Lv. 9.5
Change Our MIRAI！,5,11.7,Lv. 11.7
Charles,1,2,Lv. 2
Charles,2,4,Lv. 4
Charles,3,6.2,Lv. 6.2
Charles,4,8.5,Lv. 8.5
Charles,5,11.7,Lv. 11.7
Cheering Marie,1,2,Lv. 2
Cheering Marie,2,4,Lv. 4
Cheering Marie,3,6.2,Lv. 6.2
Cheering Marie,4,7.4,Lv. 7.4
Cheering Marie,5,10.1,Lv. 10.1
Chen No Gensoukyo Ondo,1,1,Lv. 1
Chen No Gensoukyo Ondo,2,4,Lv. 4
Chen No Gensoukyo Ondo,3,6.2,Lv. 6.2
Chen No Gensoukyo Ondo,4,8.6,Lv. 8.6
Chen No Gensoukyo Ondo,5,11.7,Lv. 11.7
CHIGAU!!!,1,3,Lv. 3
CHIGAU!!!,2,5,Lv. 5
CHIGAU!!!,3,7.2,Lv. 7.2
CHIGAU!!!,4,9.4,Lv. 9.4
CHIGAU!!!,5,12.2,Lv. 12.2
Chizyou no senshi,1,2,Lv. 2
Chizyou no senshi,2,4,Lv. 4
Chizyou no senshi,3,6.9,Lv. 6.9
Chizyou no senshi,4,9.5,Lv. 9.5
Chizyou no senshi,5,10.7,Lv. 10.7
Chururira・Chururira・Daddadda!,1,2,Lv. 2
Chururira・Chururira・Daddadda!,2,5,Lv. 5
Chururira・Chururira・Daddadda!,3,7.2,Lv. 7.2
Chururira・Chururira・Daddadda!,4,9.5,Lv. 9.5
Chururira・Chururira・Daddadda!,5,12.1,Lv. 12.1
Cirno's Perfect Math Class,1,2,Lv. 2
Cirno's Perfect Math Class,2,4,Lv. 4
Cirno's Perfect Math Class,3,6.4,Lv. 6.4
Cirno's Perfect Math Class,4,8.8,Lv. 8.8
Cirno's Perfect Math Class,5,11.7,Lv. 11.7
Cirno's Perfect Math Class ⑨ver,1,3,Lv. 3
Cirno's Perfect Math Class ⑨ver,2,5,Lv. 5
Cirno's Perfect Math Class ⑨ver,3,7,Lv. 7
Cirno's Perfect Math Class ⑨ver,4,9.2,Lv. 9.2
Cirno's Perfect Math Class ⑨ver,5,12.5,Lv. 12.5
CITRUS MONSTER,1,3,Lv. 3
CITRUS MONSTER,2,6,Lv. 6
CITRUS MONSTER,3,8.5,Lv. 8.5
CITRUS MONSTER,4,10.8,Lv. 10.8
CITRUS MONSTER,5,13.4,Lv. 13.4
City Escape: Act1,1,2,Lv. 2
City Escape: Act1,2,4,Lv. 4
City Escape: Act1,3,5.4,Lv. 5.4
City Escape: Act1,4,8,Lv. 8
City Escape: Act1,5,11.2,Lv. 11.2
City Escape: Act1,6,11.3,Lv. 11.3
Close and Open Demons and the Dead,1,2,Lv. 2
Close and Open Demons and the Dead,2,4,Lv. 4
Close and Open Demons and the Dead,3,7,Lv. 7
Close and Open Demons and the Dead,4,9.5,Lv. 9.5
Close and Open Demons and the Dead,5,11,Lv. 11
Close and Open Demons and the Dead,6,12.3,Lv. 12.3
Clover♣Club,1,2,Lv. 2
Clover♣Club,2,4,Lv. 4
Clover♣Club,3,6.2,Lv. 6.2
Clover♣Club,4,8.1,Lv. 8.1
Clover♣Club,5,12,Lv. 12
Club Ibuki in Break All,1,3,Lv. 3
Club Ibuki in Break All,2,5,Lv. 5
Club Ibuki in Break All,3,7.5,Lv. 7.5
Club Ibuki in Break All,4,9.7,Lv. 9.7
Club Ibuki in Break All,5,11.9,Lv. 11.9
Coinlaundry Disco,1,2,Lv. 2
Coinlaundry Disco,2,4,Lv. 4
Coinlaundry Disco,3,6.4,Lv. 6.4
Coinlaundry Disco,4,8.2,Lv. 8.2
Coinlaundry Disco,5,10.7,Lv. 10.7
Color My World,1,2,Lv. 2
Color My World,2,4,Lv. 4
Color My World,3,6.3,Lv. 6.3
Color My World,4,8.5,Lv. 8.5
Color My World,5,10.1,Lv. 10.1
Colorful × Melody,1,2,Lv. 2
Colorful × Melody,2,5,Lv. 5
Colorful × Melody,3,7.2,Lv. 7.2
Colorful × Melody,4,9.8,Lv. 9.8
Colorful × Melody,5,11.7,Lv. 11.7
come again,1,2,Lv. 2
come again,2,5,Lv. 5
come again,3,6.4,Lv. 6.4
come again,4,8.8,Lv. 8.8
come again,5,10.1,Lv. 10.1
Comet Honeymoon,1,2,Lv. 2
Comet Honeymoon,2,4,Lv. 4
Comet Honeymoon,3,6.5,Lv. 6.5
Comet Honeymoon,4,8.9,Lv. 8.9
Comet Honeymoon,5,11,Lv. 11
conflict,1,3,Lv. 3
conflict,2,5,Lv. 5
conflict,3,7.2,Lv. 7.2
conflict,4,10.9,Lv. 10.9
conflict,5,13.2,Lv. 13.2
connect,1,2,Lv. 2
connect,2,5,Lv. 5
connect,3,7.3,Lv. 7.3
connect,4,7.8,Lv. 7.8
connect,5,10.8,Lv. 10.8
connecting with you,1,3,Lv. 3
connecting with you,2,4,Lv. 4
connecting with you,3,7.4,Lv. 7.4
connecting with you,4,9.3,Lv. 9.3
connecting with you,5,11.7,Lv. 11.7
Conquista Ciela,1,2,Lv. 2
Conquista Ciela,2,4,Lv. 4
Conquista Ciela,3,6.8,Lv. 6.8
Conquista Ciela,4,8.5,Lv. 8.5
Conquista Ciela,5,11.7,Lv. 11.7
Contrapasso -paradiso-,1,4,Lv. 4
Contrapasso -paradiso-,2,6,Lv. 6
Contrapasso -paradiso-,3,8.7,Lv. 8.7
Contrapasso -paradiso-,4,11.5,Lv. 11.5
Contrapasso -paradiso-,5,13.4,Lv. 13.4
Cosmic Magic Shooter,1,3,Lv. 3
Cosmic Magic Shooter,2,4,Lv. 4
Cosmic Magic Shooter,3,7,Lv. 7
Cosmic Magic Shooter,4,9.3,Lv. 9.3
Cosmic Magic Shooter,5,12.5,Lv. 12.5
Cosmic Train,1,2,Lv. 2
Cosmic Train,2,4,Lv. 4
Cosmic Train,3,5.6,Lv. 5.6
Cosmic Train,4,9.4,Lv. 9.4
Cosmic Train,5,10.9,Lv. 10.9
Counselor,1,2,Lv. 2
Counselor,2,4,Lv. 4
Counselor,3,7,Lv. 7
Counselor,4,9,Lv. 9
Counselor,5,10.7,Lv. 10.7
Crazy Crazy Dancers,1,2,Lv. 2
Crazy Crazy Dancers,2,4,Lv. 4
Crazy Crazy Dancers,3,7.5,Lv. 7.5
Crazy Crazy Dancers,4,9.2,Lv. 9.2
Crazy Crazy Dancers,5,10.8,Lv. 10.8
Crazy Crazy Dancers,6,12.7,Lv. 12.7
Credits,1,3,Lv. 3
Credits,2,6,Lv. 6
Credits,3,8.2,Lv. 8.2
Credits,4,11.8,Lv. 11.8
Credits,5,13.6,Lv. 13.6
Crush On You,1,2,Lv. 2
Crush On You,2,4,Lv. 4
Crush On You,3,6.8,Lv. 6.8
Crush On You,4,8,Lv. 8
Crush On You,5,10,Lv. 10
Crush On You,6,12.9,Lv. 12.9
CYBER Sparks,1,3,Lv. 3
CYBER Sparks,2,5,Lv. 5
CYBER Sparks,3,7,Lv. 7
CYBER Sparks,4,10,Lv. 10
CYBER Sparks,5,10.9,Lv. 10.9
CYBER Sparks,6,12.8,Lv. 12.8
CYCLES,1,2,Lv. 2
CYCLES,2,5,Lv. 5
CYCLES,3,7.2,Lv. 7.2
CYCLES,4,9.2,Lv. 9.2
CYCLES,5,12.6,Lv. 12.6
D✪N’T ST✪P R✪CKIN’,1,3,Lv. 3
D✪N’T ST✪P R✪CKIN’,2,5,Lv. 5
D✪N’T ST✪P R✪CKIN’,3,7.3,Lv. 7.3
D✪N’T ST✪P R✪CKIN’,4,10.2,Lv. 10.2
D✪N’T ST✪P R✪CKIN’,5,12.7,Lv. 12.7
DADDY MULK -Groove remix-,1,2,Lv. 2
DADDY MULK -Groove remix-,2,4,Lv. 4
DADDY MULK -Groove remix-,3,6.7,Lv. 6.7
DADDY MULK -Groove remix-,4,10.3,Lv. 10.3
DADDY MULK -Groove remix-,5,12.5,Lv. 12.5
Dance Orchestra,1,2,Lv. 2
Dance Orchestra,2,5,Lv. 5
Dance Orchestra,3,6.4,Lv. 6.4
Dance Orchestra,4,8.4,Lv. 8.4
Dance Orchestra,5,10.7,Lv. 10.7
Dance Robot Dance,1,3,Lv. 3
Dance Robot Dance,2,5,Lv. 5
Dance Robot Dance,3,7.2,Lv. 7.2
Dance Robot Dance,4,9.8,Lv. 9.8
Dance Robot Dance,5,12,Lv. 12
Dancing☆Samurai,1,2,Lv. 2
Dancing☆Samurai,2,4,Lv. 4
Dancing☆Samurai,3,7.4,Lv. 7.4
Dancing☆Samurai,4,9,Lv. 9
Dancing☆Samurai,5,10.7,Lv. 10.7
Danza zandA,1,2,Lv. 2
Danza zandA,2,4,Lv. 4
Danza zandA,3,7,Lv. 7
Danza zandA,4,9.2,Lv. 9.2
Danza zandA,5,12,Lv. 12
Danza zandA,6,12,Lv. 12
Daydream café,1,1,Lv. 1
Daydream café,2,4,Lv. 4
Daydream café,3,6.1,Lv. 6.1
Daydream café,4,7.7,Lv. 7.7
Daydream café,5,11.1,Lv. 11.1
DEAD RED GIRLS,1,2,Lv. 2
DEAD RED GIRLS,2,4,Lv. 4
DEAD RED GIRLS,3,7.8,Lv. 7.8
DEAD RED GIRLS,4,9.2,Lv. 9.2
DEAD RED GIRLS,5,12.7,Lv. 12.7
Dear Doppelganger,1,3,Lv. 3
Dear Doppelganger,2,5,Lv. 5
Dear Doppelganger,3,7.7,Lv. 7.7
Dear Doppelganger,4,10.5,Lv. 10.5
Dear Doppelganger,5,12.6,Lv. 12.6
Death Scythe,1,2,Lv. 2
Death Scythe,2,5,Lv. 5
Death Scythe,3,7.8,Lv. 7.8
Death Scythe,4,10.3,Lv. 10.3
Death Scythe,5,12.4,Lv. 12.4
Deep in Abyss,1,1,Lv. 1
Deep in Abyss,2,4,Lv. 4
Deep in Abyss,3,6,Lv. 6
Deep in Abyss,4,8.7,Lv. 8.7
Deep in Abyss,5,11.7,Lv. 11.7
Deep-Sea Girl,1,2,Lv. 2
Deep-Sea Girl,2,4,Lv. 4
Deep-Sea Girl,3,6.5,Lv. 6.5
Deep-Sea Girl,4,8.5,Lv. 8.5
Deep-Sea Girl,5,11.7,Lv. 11.7
Dekoboko Taisou No.2,1,2,Lv. 2
Dekoboko Taisou No.2,2,4,Lv. 4
Dekoboko Taisou No.2,3,6,Lv. 6
Dekoboko Taisou No.2,4,7.7,Lv. 7.7
Dekoboko Taisou No.2,5,9,Lv. 9
Delusion Tax,1,2,Lv. 2
Delusion Tax,2,4,Lv. 4
Delusion Tax,3,6.5,Lv. 6.5
Delusion Tax,4,9,Lv. 9
Delusion Tax,5,10.3,Lv. 10.3
Densha de Densha de GO!GO!GO!GC! -GMT remix-,1,1,Lv. 1
Densha de Densha de GO!GO!GO!GC! -GMT remix-,2,4,Lv. 4
Densha de Densha de GO!GO!GO!GC! -GMT remix-,3,6.8,Lv. 6.8
Densha de Densha de GO!GO!GO!GC! -GMT remix-,4,7.8,Lv. 7.8
Densha de Densha de GO!GO!GO!GC! -GMT remix-,5,11.1,Lv. 11.1
Densha de Densha de OPA!OPA!OPA! -GMT mashup-,1,2,Lv. 2
Densha de Densha de OPA!OPA!OPA! -GMT mashup-,2,4,Lv. 4
Densha de Densha de OPA!OPA!OPA! -GMT mashup-,3,6.5,Lv. 6.5
Densha de Densha de OPA!OPA!OPA! -GMT mashup-,4,10,Lv. 10
Densha de Densha de OPA!OPA!OPA! -GMT mashup-,5,12.7,Lv. 12.7
Desperate,1,2,Lv. 2
Desperate,2,5,Lv. 5
Desperate,3,7.8,Lv. 7.8
Desperate,4,10.5,Lv. 10.5
Desperate,5,12.8,Lv. 12.8
DETARAME ROCK&ROLL THEORY,1,3,Lv. 3
DETARAME ROCK&ROLL THEORY,2,4,Lv. 4
DETARAME ROCK&ROLL THEORY,3,7.6,Lv. 7.6
DETARAME ROCK&ROLL THEORY,4,9.5,Lv. 9.5
DETARAME ROCK&ROLL THEORY,5,12.2,Lv. 12.2
DO RORO DERODERO ON DO RORO,1,3,Lv. 3
DO RORO DERODERO ON DO RORO,2,5,Lv. 5
DO RORO DERODERO ON DO RORO,3,8.1,Lv. 8.1
DO RORO DERODERO ON DO RORO,4,11.5,Lv. 11.5
DO RORO DERODERO ON DO RORO,5,12,Lv. 12
Dogs,1,1,Lv. 1
Dogs,2,4,Lv. 4
Dogs,3,6.2,Lv. 6.2
Dogs,4,8.7,Lv. 8.7
Dogs,5,10.1,Lv. 10.1
DOKIDOKI DREAM!!!,1,3,Lv. 3
DOKIDOKI DREAM!!!,2,5,Lv. 5
DOKIDOKI DREAM!!!,3,7.9,Lv. 7.9
DOKIDOKI DREAM!!!,4,9.9,Lv. 9.9
DOKIDOKI DREAM!!!,5,11.8,Lv. 11.8
DOKUSENYOKU,1,2,Lv. 2
DOKUSENYOKU,2,5,Lv. 5
DOKUSENYOKU,3,7,Lv. 7
DOKUSENYOKU,4,9.3,Lv. 9.3
DOKUSENYOKU,5,12.3,Lv. 12.3
Doll Judgment,1,3,Lv. 3
Doll Judgment,2,4,Lv. 4
Doll Judgment,3,7.8,Lv. 7.8
Doll Judgment,4,10.4,Lv. 10.4
Doll Judgment,5,12.5,Lv. 12.5
Doll wAndeRing iN tHe NighTmARe,1,4,Lv. 4
Doll wAndeRing iN tHe NighTmARe,2,6,Lv. 6
Doll wAndeRing iN tHe NighTmARe,3,8.5,Lv. 8.5
Doll wAndeRing iN tHe NighTmARe,4,11.5,Lv. 11.5
Doll wAndeRing iN tHe NighTmARe,5,13.5,Lv. 13.5
DONUT HOLE,1,3,Lv. 3
DONUT HOLE,2,5,Lv. 5
DONUT HOLE,3,6.8,Lv. 6.8
DONUT HOLE,4,10.4,Lv. 10.4
DONUT HOLE,5,12.7,Lv. 12.7
Double Lariat,1,2,Lv. 2
Double Lariat,2,4,Lv. 4
Double Lariat,3,5.8,Lv. 5.8
Double Lariat,4,9.4,Lv. 9.4
Double Lariat,5,12.1,Lv. 12.1
Doushite Kou Natta,1,2,Lv. 2
Doushite Kou Natta,2,5,Lv. 5
Doushite Kou Natta,3,7,Lv. 7
Doushite Kou Natta,4,9.8,Lv. 9.8
Doushite Kou Natta,5,12.3,Lv. 12.3
DRAGONLADY,1,2,Lv. 2
DRAGONLADY,2,5,Lv. 5
DRAGONLADY,3,7.6,Lv. 7.6
DRAGONLADY,4,11.4,Lv. 11.4
DRAGONLADY,5,12.8,Lv. 12.8
Dragoon,1,3,Lv. 3
Dragoon,2,5,Lv. 5
Dragoon,3,7.8,Lv. 7.8
Dragoon,4,9.4,Lv. 9.4
Dragoon,5,12.3,Lv. 12.3
Dreampainter,1,2,Lv. 2
Dreampainter,2,4,Lv. 4
Dreampainter,3,7,Lv. 7
Dreampainter,4,9.7,Lv. 9.7
Dreampainter,5,11.7,Lv. 11.7
DUNE feat. Hatsune Miku,1,2,Lv. 2
DUNE feat. Hatsune Miku,2,4,Lv. 4
DUNE feat. Hatsune Miku,3,6.8,Lv. 6.8
DUNE feat. Hatsune Miku,4,9,Lv. 9
DUNE feat. Hatsune Miku,5,12.3,Lv. 12.3
ECHO,1,2,Lv. 2
ECHO,2,4,Lv. 4
ECHO,3,6.8,Lv. 6.8
ECHO,4,9.7,Lv. 9.7
ECHO,5,12.5,Lv. 12.5
Electric Angel,1,2,Lv. 2
Electric Angel,2,4,Lv. 4
Electric Angel,3,7.2,Lv. 7.2
Electric Angel,4,8.8,Lv. 8.8
Electric Angel,5,10.9,Lv. 10.9
Enbukyoku Kimini,1,1,Lv. 1
Enbukyoku Kimini,2,4,Lv. 4
Enbukyoku Kimini,3,6,Lv. 6
Enbukyoku Kimini,4,9.8,Lv. 9.8
Enbukyoku Kimini,5,11.7,Lv. 11.7
End Mark ni Kibou to Namida wo soete,1,4,Lv. 4
End Mark ni Kibou to Namida wo soete,2,6,Lv. 6
End Mark ni Kibou to Namida wo soete,3,8.8,Lv. 8.8
End Mark ni Kibou to Namida wo soete,4,11.1,Lv. 11.1
End Mark ni Kibou to Namida wo soete,5,13.3,Lv. 13.3
End of Twilight,1,3,Lv. 3
End of Twilight,2,4,Lv. 4
End of Twilight,3,7,Lv. 7
End of Twilight,4,10.2,Lv. 10.2
End of Twilight,5,11.3,Lv. 11.3
End Time,1,3,Lv. 3
End Time,2,6,Lv. 6
End Time,3,8.5,Lv. 8.5
End Time,4,11.4,Lv. 11.4
End Time,5,13.7,Lv. 13.7
Endless World,1,2,Lv. 2
Endless World,2,4,Lv. 4
Endless World,3,6.2,Lv. 6.2
Endless World,4,9.8,Lv. 9.8
Endless World,5,10.7,Lv. 10.7
Endless World,6,12.1,Lv. 12.1
"Endless, Sleepless Night",1,2,Lv. 2
"Endless, Sleepless Night",2,4,Lv. 4
"Endless, Sleepless Night",3,7.5,Lv. 7.5
"Endless, Sleepless Night",4,9.3,Lv. 9.3
"Endless, Sleepless Night",5,11.8,Lv. 11.8
ENERGY SYNERGY MATRIX,1,2,Lv. 2
ENERGY SYNERGY MATRIX,2,5,Lv. 5
ENERGY SYNERGY MATRIX,3,7,Lv. 7
ENERGY SYNERGY MATRIX,4,10.9,Lv. 10.9
ENERGY SYNERGY MATRIX,5,12.7,Lv. 12.7
ENJOY POLIS,1,2,Lv. 2
ENJOY POLIS,2,5,Lv. 5
ENJOY POLIS,3,7.4,Lv. 7.4
ENJOY POLIS,4,9,Lv. 9
ENJOY POLIS,5,11.7,Lv. 11.7
Epikouros no niji wa mou mienai,1,2,Lv. 2
Epikouros no niji wa mou mienai,2,4,Lv. 4
Epikouros no niji wa mou mienai,3,6.6,Lv. 6.6
Epikouros no niji wa mou mienai,4,8.4,Lv. 8.4
Epikouros no niji wa mou mienai,5,10.6,Lv. 10.6
Epikouros no niji wa mou mienai,6,11.9,Lv. 11.9
Eternal Melody,1,2,Lv. 2
Eternal Melody,2,4,Lv. 4
Eternal Melody,3,6.5,Lv. 6.5
Eternal Melody,4,8.9,Lv. 8.9
Eternal Melody,5,10.9,Lv. 10.9
EVERGREEN,1,2,Lv. 2
EVERGREEN,2,4,Lv. 4
EVERGREEN,3,7,Lv. 7
EVERGREEN,4,10.5,Lv. 10.5
EVERGREEN,5,12,Lv. 12
Everyone's,1,2,Lv. 2
Everyone's,2,4,Lv. 4
Everyone's,3,6.8,Lv. 6.8
Everyone's,4,8.7,Lv. 8.7
Everyone's,5,11.4,Lv. 11.4
Excalibur ～Revived resolution～,1,4,Lv. 4
Excalibur ～Revived resolution～,2,6,Lv. 6
Excalibur ～Revived resolution～,3,9.5,Lv. 9.5
Excalibur ～Revived resolution～,4,11.5,Lv. 11.5
Excalibur ～Revived resolution～,5,13.8,Lv. 13.8
FA TOSHITE TOGENKYO,1,2,Lv. 2
FA TOSHITE TOGENKYO,2,4,Lv. 4
FA TOSHITE TOGENKYO,3,6.5,Lv. 6.5
FA TOSHITE TOGENKYO,4,8.8,Lv. 8.8
FA TOSHITE TOGENKYO,5,11.7,Lv. 11.7
fake!fake!,1,2,Lv. 2
fake!fake!,2,4,Lv. 4
fake!fake!,3,7,Lv. 7
fake!fake!,4,8.7,Lv. 8.7
fake!fake!,5,11.7,Lv. 11.7
fantastic dreamer,1,3,Lv. 3
fantastic dreamer,2,4,Lv. 4
fantastic dreamer,3,6.7,Lv. 6.7
fantastic dreamer,4,8.8,Lv. 8.8
fantastic dreamer,5,11.4,Lv. 11.4
FANTASY ZONE OPA-OPA! -GMT remix-,1,2,Lv. 2
FANTASY ZONE OPA-OPA! -GMT remix-,2,4,Lv. 4
FANTASY ZONE OPA-OPA! -GMT remix-,3,6.6,Lv. 6.6
FANTASY ZONE OPA-OPA! -GMT remix-,4,9.2,Lv. 9.2
FANTASY ZONE OPA-OPA! -GMT remix-,5,11.5,Lv. 11.5
FEEL ALIVE,1,4,Lv. 4
FEEL ALIVE,2,5,Lv. 5
FEEL ALIVE,3,8,Lv. 8
FEEL ALIVE,4,10.6,Lv. 10.6
FEEL ALIVE,5,12.6,Lv. 12.6
